Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Srimanthudu,319817,,Kolli Pratyagatma,"['Nageshwara Rao Akkineni', 'Jamuna', 'Gummadi', 'Ramana Reddy', 'Raja Babu', 'Raavi Kondala Rao', 'Sakshi Ranga Rao', 'J. L. Narasimha Rao', 'Suryakantham', 'Sridevi']",,Drama,0,0,"The guardians of a boy, who is the legal heir to a property, trick him into becoming an alcoholic with the evil intention of grabbing his wealth. However, he wakes up to reality.",,1971,151,0.626,False,1971-07-16,Srimanthudu,te,,0.0,0
Cinema Chupista Maava,369215,,Trinadha Rao Nakkina,"['Raj Tarun', 'Avika Gor', 'Rao Ramesh']",,"Comedy, Family, Romance",0,0,"Kaththi (played by Raj Tharun) is a happy-go-lucky boy, who enjoys life with his friends. But, his father always scolds him as he fails Intermediate two times. One day, he falls in love with Parineeti (played by Avika Gor), who is the daughter of Somnath Chaterjee (played by Rao Ramesh).  With his tricks and techniques, Kaththi makes Parineeti to fall in love with him. The twist in the tale rises when Somnath Chaterjee comes to know about their relationship. In order to get marry with his daughter, Somanath keeps a challenge for Kaththi and he promises that he will give his daughter to him, if he passes the test.  What is the challenge given by Somanth Chaterjee? What did Kaththi do for his love? What is the twist in the story forms the rest of the story.",,2015,143,1.4,False,2015-08-14,Cinema Choopistha Mava,te,,6.5,2
Kick-Ass 2,59859,https://www.youtube.com/watch?v=1zcMLxIuuww,Jeff Wadlow,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse', 'Lyndsy Fonseca', 'Jim Carrey', 'Iain Glen', 'Clark Duke', 'Lindy Booth', 'Garrett M. Brown', 'Morris Chestnut', 'Donald Faison', 'John Leguizamo', 'Augustus Prew', 'Robert Emms', 'Monica Dolan', 'Steven Mackintosh', 'Andy Nyman', 'Daniel Kaluuya', 'Tom Wu', 'Olga Kurkulina', 'Yancy Butler', 'Claudia Lee', 'Ella Purnell', 'Tanyaradzwa Fear', 'Benedict Wong', 'Sophie Wu', 'Amy Anzel', 'Matt Steinberg', 'Trenyce', 'Angelica Jopling', 'Enzo Cilenti', 'Wesley Morgan', 'Dimitri Vantis', 'Stewart Scudamore', 'Tom Benedict Knight', 'Mary Kitchen', 'Charlie Clapham', 'Katrina Durden', 'Anthony J. Mifsud', 'Trevor Allan Davies', 'Adam Bond', 'Paul Raposo', 'David Vena', 'Chris Chan', 'Chuck Liddell', 'King Lau', 'Chantelle Chung', 'Eben Young', 'John Bregar', 'Christopher Cordell', 'Mike Chute', 'Shane Daly', 'Kevan Kase', 'Martin Roach', 'John Schwab', 'Todd Boyce', 'Jesse Camacho', 'Rob Archer', 'Jamie Andrew Cutler', 'Sia Alipour', 'Bhanu Alley', 'Lee Asquith-Coe', 'Richard Bradshaw', 'Samantha Coughlan', 'Ellis Crewe-Candy', 'Leigh Dent', 'Katrina Durden', 'Sophie Ellis', 'James Embree', 'Cynthia Garbutt', 'David Golt', 'Howard Green', 'Jenny Jacoya', 'Ethan J. Knight', 'Liam Logan', 'Matthew David McCarthy', 'Vander McLeod', 'Allistair McNab', 'Katherine Moran', 'Stuart Mulcaster', ""John E O'Grady"", 'Amanda Piery', 'Alexis Rodney', 'Bailey Ryan', 'Wolf Ryman', 'Shane Salter', 'Parker Sawyers', 'Linus Scheithauer', 'Tom Swacha', 'Leon Symnz', 'Caroline Thielemann', 'Winson Ting', 'Arran Topham', 'Baxter Westby', 'Daniel Aiken']",,"Action, Adventure, Crime",28000000,60700000,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",,2013,103,31.4,False,2013-07-17,Kick-Ass 2,en,You Can't Fight Your Destiny.,6.399,5659
Best Actors,457453,,,[],,,0,0,Telugu 2015 Movie,,,0,0.6,False,,Best Actors,en,,0.0,0
Dynamite,511130,https://www.youtube.com/watch?v=gmd_eUN8ccs,Katta Deva,"['Vishnu Manchu', 'Pranitha Subhash', 'J. D. Chakravarthi', 'Viva Harsha', 'Nagineedu Vellanki', 'Venkateswara Rao Paruchuri', 'Ravi Prakash', 'Prabhas Sreenu', 'Yoge Jappie', 'Praveen', 'Vidyullekha Raman', 'Raja Ravindra', 'Lekha Washington']",,"Mystery, Romance",0,0,"Dynamite is a Telugu action thriller film directed by Master Vijayan, Manchu Vishnu and also guest directed by Deva Katta for 9 days of the shoot, the film is produced by Manchu Vishnu under the banner 24 Frames Factory featuring himself, Pranitha Subhash, J. D. Chakravarthy in pivotal roles. It is the official Tamil remake of Arima Nambi. Stunts and actions co-ordinated by Vijayan who also directed the film along with Vishnu Manchu after Deva Katta walked out of the project due to creative differences.",,2015,142,2.436,False,2015-09-03,Dynamite,te,,6.5,2
Bhale Bhale Magadivoy,367553,,Maruthi Dasari,"['Nani', 'Lavanya Tripathi', 'Murali Sharma', 'Naresh', 'Sithara', 'Ajay', 'Vennela Kishore', 'Satya Krishnan', 'Srinivasa Reddy', 'Bhadram', 'Praveen', 'Kosuri Venugopal']",,"Romance, Comedy",1400000,8300000,Forgetful Lucky falls in love with the demure Nandana. But she doesn’t know he has trouble remembering things and her dad does!,,2015,145,1.846,False,2015-09-04,భలే భలే మగాడివోయ్,te,,6.2,13
Courier Boy Kalyan,456983,,Premsai,"['Nithiin', 'Yami Gautam', 'Nassar', 'Ashutosh Rana']",,"Action, Romance",0,0,A courier boy's life turn into unexpected consequences because of a courier received from a social service activist.,,2015,146,0.84,False,2015-09-17,Courier Boy Kalyan,te,,6.8,5
Subramanyam For Sale,377668,https://www.youtube.com/watch?v=RamHxtj5Hr4,Harish Shankar,"['Sai Dharam Tej', 'Regina Cassandra', 'Adah Sharma', 'Brahmanandam', 'Suman Talwar', 'Nagendra Babu', 'Kota Srinivasa Rao', 'Rao Ramesh', 'Naresh', 'Ajay', 'Thagubothu Ramesh', 'Fish Venkat', 'Prabhas Sreenu', 'Mast Ali', 'Jeeva', 'Tejaswi Madivada', 'Surekha Vani', 'Pragathi Mahavadi', 'Victor Costa']",,"Family, Comedy, Romance",0,0,Subramanyam and Sita have a chance meeting in the USA. Their act of a husband and wife to win a 'best couple' contest lands them in trouble as they have to continue the act. But the feelings of their families are at stake.,,2015,150,1.611,False,2015-09-24,సుబ్రహ్మణ్యం ఫర్ సేల్,te,,4.3,10
Chandrika,512164,,V S Raghavan,"['Thikkurissy Sukumaran Nair', 'Sethulakshmi', 'K N Gopalan Nair', 'Bharathi', 'V. N. Janaki', 'P K Vikraman Nair', 'T. S. Balaiah', 'K. Sarangapani', 'M. G. Menon', 'K. Malathi']",,"Romance, Drama",0,0,"Chandrika, the only daughter of the rich industrialist Janardanan Pillai falls in love with Gopi, the son of the maid servant. Gopi is aware of his social status and keeps away from Chandrika. But Chandrika does not leave him.",,1950,0,0.841,False,1950-08-24,ചന്ദ്രിക,ml,,0.0,0
Shivam,352618,,Shaji Kailas,"['Biju Menon', 'Saikumar', 'Kausalya', 'Murali', 'Ratheesh', 'Baburaj', 'Rajan P Dev', 'Babu Namboothiri', 'N F Varghese', 'P Balachandran', 'T. P. Madhavan', 'Praseetha Menon', 'Jijoy Rajagopal']",,Action,0,0,"Shivam is a Police thriller, with Biju Menon in the lead, and Shaji Kailas comes back to associate with Revathy Kalamandhir. The theme involves administration of Vigilante justice with the hero taking law into his own hands and bcoming an anti-hero in the process.",,2002,0,1.211,False,2002-05-16,Shivam,ml,,4.5,4
Rudhramadevi,315009,https://www.youtube.com/watch?v=EqeZ0tDTzGg,Gunasekhar,"['Anushka Shetty', 'Rana Daggubati', 'Allu Arjun', 'Nithya Menen', 'Catherine Tresa', 'Aditi Chengappa', 'Krishnam Raju', 'Suman Talwar', 'Prakash Raj', 'Hamsa Nandini', 'Adithya Menon', 'Ajay', 'Baba Sehgal', 'Venu Madhav', 'Jayaprakash Reddy', 'Vennela Kishore', 'Koti Surya Prabha', 'Vikram Sahidev', 'Roshan Meka']",,"History, Action, Drama",7500000,0,"Rudraba, daughter of Ganapatideva, the emperor of the Kakatiya dynasty, was officially designated a son through the ancient Putrika ceremony and given the name Rudradeva so that she could succeed her father after his death. Despite opposition, she became of the most prominent rulers of the Kakatiya dynasty and one of the few ruling queens in Indian history.",,2015,165,3.121,False,2015-10-09,రుద్రమదేవి,te,,5.3,25
"Bruce Lee, My Brother",53807,https://www.youtube.com/watch?v=5g1lde6-rWA,Manfred Wong,"['Aarif Rahman', 'Tony Leung Ka-fai', 'Christy Chung', 'Jennifer Tse', 'Zhang Yishan', 'Michelle Ye', 'Gong Mi', 'Alex Man', 'Song Jia', 'Ou-Yang Ching', 'Tan Han-Jin', 'Angela Gong Mi', 'Wilfred Lau', 'Lee Heung-Kam', 'Cheung Tat-Ming', 'Eddie Cheung', 'Johnson Yuen Tak-Cheung', 'Alex Yen', 'DaDa Lo', 'Leanne Ho Si-Yin', 'Charles Ying Cheong-Yau', 'Chin Ka-Lok', 'Lawrence Cheng', 'Eddie Cheung', 'Cheung Tat-Ming', 'Jin Au-Yeung', 'Dylan Sterling', 'Hanjin Tan', 'Lee Heung-Kam', 'John Cheung Ng-Long']",,"Action, Drama",0,0,"Bruce Lee, My Brother is an action-dramatic biopic of the eponymous martial arts legend as told by his younger brother, Robert Lee. It revolves around Bruce Lee's life as a rebellious adolescent in Hong Kong before he sets off for the USA and conquers the world at the age of 18 with only US$100 in his pocket.",,2010,129,9.228,False,2010-11-25,李小龍,zh,,7.029,157
Kancheepurathe Kalyanam,278218,,Fazil,"['Mukesh', 'Suresh Gopi', 'Muktha George', 'Jagathy Sreekumar', 'Navaneet Kaur', 'Jagadish', 'Sreejith Ravi', 'Harisree Ashokan', 'Manka Mahesh', 'Cochin Haneefa', 'Indrans', 'Innocent', 'Ambika Mohan', 'Geetha Vijayan', 'Nandhu', 'Surabhi Lakshmi', 'Rajmohan Unnithan', 'Zeenath']",,"Drama, Comedy",0,0,"Kanchipurathe Kalyanam movie revolves around two brother-in-laws, Rajeev Menon (Suresh Gopi)",,2009,131,0.904,False,2009-05-22,കാഞ്ചീപുരത്തെ കല്യാണം,ml,,1.5,2
Columbus,414453,https://www.youtube.com/watch?v=mOPsrKZyskg,Kogonada,"['John Cho', 'Haley Lu Richardson', 'Michelle Forbes', 'Rory Culkin', 'Parker Posey', 'Erin Allegretti', 'Shani Salyers Stiles', 'Reen Vogel', 'Rosalyn R. Ross', 'Lindsey Shope', 'Jem Cohen', 'Caitlin Ewald', 'Jim Dougherty', 'Joseph Anthony Foronda', 'Alphaeus Green, Jr.', 'Wynn Reichert']",,Drama,700000,1015744,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",https://columbusthemovie.com,2017,105,12.216,False,2017-08-04,Columbus,en,In the middle of all the mess... there was this.,7.035,313
Raju Gari Gadhi 2,480812,,Ohmkar,"['Nagarjuna Akkineni', 'Samantha Ruth Prabhu', 'Seerat Kapoor', 'Vennela Kishore', 'Abhinaya', 'Praveen', 'Rao Ramesh', 'Shakalaka Shankar', 'Ashwin Babu', 'Nandu Vijay Krishna', 'Avinash', 'Devan', 'Annapoorna', 'Tejaswi Madivada', 'Satya Krishnan', 'Geetha Singh', 'Dasari Narayana Rao', 'Mukhtar Khan', 'Bhupal Raju']",,"Crime, Horror, Thriller",0,0,"Three friends — Ashwin, Kishore and Praveen get into business by purchasing a resort. Pretty soon, they find that they've got more than what they've bargained for. Apparently, the resort is haunted by a ghost. Unwilling to sell the resort, they seek the help of a mentalist, Rudra, to exorcise the ghost.",,2017,127,2.78,False,2017-10-13,రాజు గారి గది 2,te,,4.429,7
Sherlock Holmes,10528,https://www.youtube.com/watch?v=LiBzbNk0lZ0,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong', 'Eddie Marsan', 'Robert Maillet', 'Geraldine James', 'Kelly Reilly', 'William Houston', 'Hans Matheson', 'James Fox', 'William Hope', 'Clive Russell', 'Oran Gurel', 'David Garrick', 'Ky Discala', 'Andrew Brooke', 'Tom Watt', 'John Kearney', 'Sebastian Abineri', 'Jonathan Gabriel Robbins', 'James A. Stephens', 'Terence Taplin', 'Bronagh Gallagher', 'Ed Tolputt', 'Joe Egan', 'Jefferson Hall', 'Miles Jupp', 'Marn Davies', 'Andrew Greenough', 'Ned Dennehy', 'Martin Ewens', 'Amanda Grace Johnson', 'James Greene', 'David Emmings', 'Ben Cartwright', 'Chris Sunley', 'Michael Jenn', ""Timothy O'Hara"", 'Guy Williams', 'Peter Miles', 'Rocco Ritchie']",,"Action, Adventure, Crime, Mystery",90000000,524028679,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,https://www.warnerbros.com/movies/sherlock-holmes/,2009,129,42.321,False,2009-12-23,Sherlock Holmes,en,Nothing escapes him.,7.199,12892
Tripura,381380,,Raaja Kiran,"['Swathi Reddy', 'Naveen Chandra', 'Rao Ramesh', 'Saptagiri', 'Jayaprakash Reddy', 'Pranab Kr Nath']",,"Thriller, Horror",0,0,"The story tracks to the life of a village girl, Tripura (Swathi Reddy), who sees the future through dreams. She meets Chandra (Naveen Chandra) and eventually get married to him to kick-start a new life, moving to the city. But what is troubling her from having a happy life? What role does Eesha (Pooja) play in Chandra and Tripura's life?",,2015,135,0.845,False,2015-07-24,Tripura,te,,0.0,0
Akhil,370986,https://www.youtube.com/watch?v=jXXz-Jo9cu8,V. V. Vinayak,"['Akhil Akkineni', 'Sayesha Saigal', 'Brahmanandam', 'Rajendra Prasad', 'Vennela Kishore', 'Mahesh Manjrekar', 'Jayaprakash Reddy', 'Nagarjuna Akkineni']",,"Action, Fantasy, Romance",0,0,A cruel business official attacks a tribal village for a stone which the people treat it as something special a guy who thinks he is somehow related to the stone comes to their aid.,,2015,130,1.815,False,2015-11-11,అఖిల్,te,The Power of Jua,3.2,10
Kumari 21F,369949,,Palnati Surya Pratap,"['Raj Tarun', 'Hebah Patel', 'Noel Sean', 'Hema', 'Nellore Sudharshan', 'Naveen Neni', 'Bhanu Sri', 'Vajja Venkata Giridhar', 'Venu Tillu', 'Satya Krishnan']",,"Drama, Romance",0,0,"A young man's love for his girlfriend, who is a model and moves very free to every one is tested by the rumors surrounding her.",,2015,145,1.055,False,2015-11-20,కుమారి  21F,te,,6.7,6
Thoongaavanam,363178,https://www.youtube.com/watch?v=htRNI9Boo78,Rajesh M. Selva,"['Kamal Haasan', 'Trisha Krishnan', 'Aman Abdullah', 'Prakash Raj', 'Kishore', 'Asha Sarath', 'Sampath Raj', 'Yugi Sethu', 'Madhu Shalini', 'Uma Riyaz Khan', 'Jagan', 'Santhana Bharathi', 'Guru Somasundaram', 'Rajesh M. Selva', 'Chaams']",,"Action, Crime, Thriller",0,0,"An undercover cop finds himself in a Catch-22 situation where he has to return the drugs he had stolen from a kingpin in exchange for his son. The bag containing the drug goes missing, and with both gangsters and cops on his tail, can he get out of this mess?",,2015,127,2.827,False,2015-11-10,தூங்கா வனம்,ta,,6.2,20
Inji Iduppazhagi,357708,https://www.youtube.com/watch?v=_YGbaFN2Rp0,Prakash Kovelamudi,"['Arya', 'Anushka Shetty', 'Sonal Chauhan', 'Urvashi', 'Master Bharath', 'Nagarjuna Akkineni', 'Prakash Raj', 'Rao Ramesh', 'Adivi Sesh', 'Brahmanandam', 'Ali Basha', 'Gollapudi Maruti Rao', 'Tanikella Bharani', 'Posani Krishna Murali', 'Tamannaah Bhatia', 'Kajal Agarwal', 'Hansika Motwani', 'Rana Daggubati', 'Bobby Simha', 'Jiiva', 'Lakshmi Manchu', 'Sri Divya', 'Revathi', 'Angela Krislinzki', 'Pavani Gangireddy']",,"Romance, Comedy, Drama",0,0,"An overweight, young woman, who finds it hard to land a husband, learns to accept her 'Size Sexy' figure and leads an awareness campaign against a dubious slimness centre.",,2015,131,3.258,False,2015-11-27,இஞ்சி இடுப்பழகி,ta,,5.5,15
Thanu Nenu,410143,,P.Rammohan,"['Santosh Shoban', 'Avika Gor', 'Ravi Babu']",,"Drama, Romance",0,0,"Kiran(Santosh Shobhan) is a call center employee who hates America and NRI culture. One fine day, he comes across Keerthi(Avika Gor) and falls in love with her. As time passes by, even Keerthi approves his love and the couple spend some happy times together.  On the other hand, Keerthi’s father(Ravi Babu) is a shrewd man who only dreams of sending his daughter to the US for big bucks. Twist in the tale arises when he decides to get his daughter married to an NRI.  What will Kiran do now ? How will he stop Keerthi from leaving to the US ? Why does Kiran hate America ?",,2015,0,0.6,False,2015-11-27,Thanu Nenu,te,,0.0,0
Veediki Dookudekkuva,826756,,Dwarampudi Satya Narayana,"['Kamna Jethmalani', 'Srikanth Meka', 'M. S. Narayana', 'Chandramohan', 'Ajay']",,"Action, Romance",0,0,"A powerful police officer who is determined to maintain law and order in his area, is faced with a new challenge when his temple researcher girlfriend is kidnapped in Malaysia.",,2015,138,0.6,False,2015-12-04,Veediki Dookudekkuva,en,,0.0,0
Sankarabharanam,405800,,Uday Nandanavanam,"['Nikhil Siddhartha', 'Suman Talwar', 'Anjali', 'Prudhviraj', 'Saptagiri', 'Nandita Raj']",,"Thriller, Action",0,0,"Sankarabharanam is a remake of the Hindi sleeper hit - Phas Gaye Re Obama. The film tells the story of an NRI from America who is on the verge of bankruptcy. He finds out that he owns a palace in India and travels there to try and sell it. However, on his arrival, he gets kidnapped and then keeps getting passed on from one gang to another for higher sums of ransom. Here starts a crazy ride of that leaves everyone involved in it completely befuddled.",,2015,154,1.968,False,2015-12-04,Sankarabharanam,te,,0.0,0
Bengal Tiger,363152,https://www.youtube.com/watch?v=GCvipxfEnJY,Sampath Nandi,"['Ravi Teja', 'Tamannaah Bhatia', 'Raashii Khanna', 'Boman Irani', 'Posani Krishna Murali', 'Brahmanandam', 'Sayaji Shinde', 'Tanikella Bharani', 'Pragathi Mahavadi', 'Rama Prabha', 'Brahmaji', 'Prudhviraj', 'Hamsa Nandini', 'Sameer Hasan', 'Harshvardhan Rane', 'Aksha Pardasany', 'Satyam Rajesh', 'Shyamala', 'Fish Venkat', 'Duvvasi Mohan', 'Koti Surya Prabha']",,"Romance, Action, Comedy",2800000,5600000,"A happy-go-lucky Aakash who becomes the right hand man of a powerful politician who arranges for him to be married to his daughter Shraddha who falls in love with him, until he reveals the truth that he is already in love with another woman Meera.",,2015,151,3.559,False,2015-12-10,బెంగాల్ టైగర్,te,,4.4,8
Ka..Ka..Ka.. Aabathin Arikuri,482247,https://www.youtube.com/watch?v=zugHOLMNURU,Manon M,"['Ashok Kumar', 'Megashree', 'Yogi Babu', 'Yuvina Parthavi', 'Nassar', 'Jayasudha', 'Kiran Pathikonda']",,"Comedy, Horror",0,0,Ka..Ka..Ka.. Aabathin Arikuri is a Tamil movie starring Nassar and Yogi Babu in prominent roles. It is an horror drama directed by Manon M.,,2017,119,1.098,False,2017-08-18,கா..கா..கா..,ta,,0.0,0
Loafer,103558,,A. Bhimsingh,"['Dharmendra', 'Mumtaz', 'Prem Nath', 'Om Prakash', 'Anil Dhawan', 'Madan Puri', 'Farida Jalal', 'Roopesh Kumar', 'Mukri', 'K.N. Singh', 'Padma Khanna', 'Iftekhar', 'Faryal', 'V. Gopal', 'Keshto Mukherjee', 'Bhushan Tiwari', 'Madhu', 'Sherry', 'Rani', 'Raj Rani', 'Kamaldeep', 'Rajan Verma', 'Kirti Kumar', 'Anwar Hussain', 'Ramayan Tiwari', 'Hiralal', 'Manmohan', 'Abhimanyyu Abhimanyu', 'Kailash Banerjee', 'Ramesh Kumar', 'Ved Kumar', 'Bhupendra', 'Ghanshyam', 'Rajesh', 'Sailesh', 'Jerry']",,Romance,0,0,"Ranjit is the right-hand man of a gangster named ""Uncle"". He has been working for him since he was a runaway child, and excels in all of kinds of criminal activities, currently managing a night-club called ""Playboy"". He meets with beautiful Anju and both fall in love with each other. Then he finds out that Anju is not who she claims to be but someone hired by Pratap to be close to him, entrap him, and get him killed. But that does not happen, Ranjit survives, rescued by Anju, and he helps her free her brother, Rakesh, from Pratap's clutches. Then some priceless jewelery is placed on display, and a number of gangsters decide to try and steal them, knowing fully well that there is a 24 hour police guard, as well as an alarm system. It is after this robbery that the past will be re-visited and it is then a number of people, on whom Ranjit has depended upon, will come to know of his real background, including the murder he committed before he started his career as a criminal.",,1973,138,2.158,False,1973-03-12,Loafer,hi,,4.167,3
Taskara,611010,,Kiriti Rambhatla,"['Srinivas Govind', 'Kiriti', 'Nesa Renet', 'Sampath Raj', 'Kiriti Rambhatla']",,Thriller,0,0,A mysterious hacker steals 10 trillion rupees from the central bank of his country.,,2015,104,0.6,False,2015-12-19,Taskara,en,,0.0,0
Soukhyam,397163,,,"['Gopichand', 'Regina Cassandra']",,,0,0,"Soukhyam is a 2015 Telugu romantic comedy film produced by V. Anand Prasad on Bhavya Creations banner and directed by A.S. Ravikumar Chowdary. Starring Gopichand, Regina Cassandra in the lead roles and music composed by Anup Rubens.",,2015,0,0.686,False,2015-12-25,సౌఖ్యం,te,,2.7,3
Bhale Manchi Roju,413342,https://www.youtube.com/watch?v=27iRB5LKFkk,Sriram Adittya,"['Sudheer Babu', 'Wamiqa Gabbi', 'Dhanya Balakrishna', 'Chaitanya Krishna', 'Sai Kumar', 'Posani Krishna Murali', 'Gopalakrishna Paruchuri', 'Sriram Eragamreddy', 'Prudhviraj', 'Vidyullekha Raman', 'Venu Madhav', 'Narra Srinu', 'Aishwarya Bhaskar', 'Vennela Kishore', 'Rajyalakshmi', 'Meesam Suresh']",,"Comedy, Drama, Crime",0,0,The story revolves around a guy whose got a defect in him and how he gets trapped in a crime which forces him to kidnap a girl in order save his beloved ones.,,2015,134,1.287,False,2015-12-25,భలే మంచి రోజు,te,,7.3,3
Mama Manchu Alludu Kanchu,401901,,Srinivas Reddy,"['Allari Naresh', 'Mohan Babu', 'Meena', 'Ramya Krishnan', 'Poorna', 'Varun Sandesh', 'Sonia Deepti', 'Ali Basha', 'Krishna Bhagavan', 'Raja Ravindra', 'Jeeva']",,,0,0,"Bhaktavatsalam Naidu, who has married two women and has successfully managed to keep the secret of the other woman to both the ladies..Later part reveal why Naidu married two of them and also his wives knowing the truth.",,2015,0,1.638,False,2015-12-25,Mama Manchu Alludu Kanchu,te,,0.0,0
Chitram Bhalare Vichitram,81000,,P. N. Ramachandra Rao,[],,Comedy,0,0,Chitram Bhalare Vichitram! {చిత్రం భళారే విచిత్రం} is a 1992 Telugu film directed by PN Ramachandra Rao.,,1992,150,1.653,False,1992-03-05,చిత్రం భళారే విచిత్రం,en,,0.0,0
Abbayitho Ammayi,460769,https://www.youtube.com/watch?v=BGaYdm1bPRw,Ramesh Varma,"['Naga Shaurya', 'Palak Lalwani', 'Brahmanandam', 'Mohan', 'Rao Ramesh', 'Tulasi', 'Pragathi Mahavadi', 'Praveen', 'Prudhviraj']",,"Drama, Romance",0,0,"A young man and woman are Facebook friends, they don’t know each other but continue to be in touch. They both fall in love not knowing they are the same friends on FB with fictitious identity. Somewhere along the line, the man comes to know the woman he loves is the same person who is his best friend on FB, yet he refrains from revealing his identity. Why he does that drives the entire plot to its finale.",,2016,149,1.58,False,2016-01-01,అబ్బాయితో అమ్మాయి,te,,3.0,1
Nenu..Sailaja,376998,https://www.youtube.com/watch?v=i916BRRHoTg,Kishore Tirumala,"['Ram Pothineni', 'Keerthy Suresh', 'Sathyaraj', 'Naresh', 'Pradeep Ram Singh Rawat', 'Rohini', 'Dhanya Balakrishna', 'Vijayakumar', 'Pragathi Mahavadi', 'Tanya Hope', 'Sreemukhi', 'Prince Cecil', 'Himaja', 'Sudigali Sudheer', 'Vamsi Krishna', 'Chaitanya Krishna', 'Rajshri Nair', 'Krishna Bhagavan', 'Chitra Shukla']",,"Comedy, Romance",0,0,"Hari (Ram), a DJ in Vizag, proposes to many girls none of them accept his love. One day he sees a beautiful girl Sailaja (Keerthi Suresh) and also impresses her but doesn't propose to her fearing that he would be rejected. Hari spends some good times with Sailaja and right when he proposes his love, she rejects him point blank. An upset Ravi continues with his life and as time passes by, he gets a huge clue which could help him getting back his love.",,2016,135,3.208,False,2016-01-01,నేను శైలజ,te,,5.7,14
Nannaku Prematho...,365187,https://www.youtube.com/watch?v=Om69gF1iiT4,Sukumar,"['N. T. Rama Rao Jr.', 'Rakul Preet Singh', 'Jagapati Babu', 'Rajendra Prasad', 'Madhoo', 'Thagubothu Ramesh', 'Rajiv Kanakala', 'Srinivas Avasarala', 'Ashish Vidhyarthi', 'Noel Sean', 'Amit Kumar Tiwari', 'Naveen Neni', 'Vennela Kishore', 'Vajja Venkata Giridhar']",,Action,0,0,"Subramanyam, a businessman, is on his deathbed when he tells his sons about a cunning man who stole most of his wealth. Hearing this, Abhiram, the youngest son, lays out a plan to seek his revenge.",,2016,168,3.668,False,2016-01-13,నాన్నకు ప్రేమతో...,te,,6.88,25
Express Raja,378774,,Merlapaka Gandhi,"['Sharwanand', 'Surbhi', 'Harish Uthaman', 'Saptagiri', 'Urvashi', 'Nagineedu Vellanki', 'Prabhas Sreenu', 'Dhanraj Sukhram', 'Brahmaji', 'Posani Krishna Murali', 'Shakalaka Shankar', 'Supreet', 'Surya Bhagawan Das', 'Ajay Ghosh', 'Kalpalatha']",,"Comedy, Drama, Romance",0,0,"The dog and the diamond, and the romantic life of Raja and his lady love Ammu in comical situations.",,2016,144,1.246,False,2016-01-14,ఎక్స్‌ప్రెస్ రాజా,te,,6.4,5
Dictator,370720,https://www.youtube.com/watch?v=zTMVMdCseRM,Sriwass,"['Nandamuri Balakrishna', 'Anjali', 'Sonal Chauhan', 'Nassar', 'Kalyani Natarajan', 'Suman Talwar', 'Vennela Kishore', 'Sayaji Shinde', 'Raghu Babu', 'Prudhviraj', 'Rati Agnihotri']",,"Drama, Action",0,0,"Chandu lives a normal life with his in laws in Hyderabad. One fine day, he comes across an aspiring actress and helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess. He also takes the blame for a crime committed at the store. While in prison, he learns secrets about his life, but he is hiding a secret and there's another world where people fear even the mention of his name. Why is he living in hiding?",,2016,156,1.33,False,2016-01-15,Dictator,te,,3.0,4
Soggade Chinni Nayana,378777,https://www.youtube.com/watch?v=Or40avO08mE,Kalyan Krishna,"['Nagarjuna Akkineni', 'Ramya Krishnan', 'Lavanya Tripathi', 'Nassar', 'Sampath Raj', 'Diksha Panth', 'Hamsa Nandini', 'Anushka Shetty', 'Vennela Kishore', 'Chalapathi Rao', 'Brahmaji', 'Posani Krishna Murali', 'Nagendra Babu', 'Brahmanandam', 'Duvvasi Mohan', 'Jhansi', 'Saptagiri', 'L. B. Sriram', 'Banerjee', 'Anasuya Bharadwaj', 'Surekha Vani', 'Pammi Sai', 'Sana']",,"Drama, Family, Fantasy",3000000,10000000,Ramu and Seetha have come to India for divorce. Ramu's mother Satyabhama  is helpless and desperately remembers her dead husband Bangarraju. Lord Yama decides to send him to earth to help her.,,2016,145,2.46,False,2016-01-15,సోగ్గాడే చిన్నినాయనా,te,,5.962,13
